"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATASTEEL","EQ","03-Jun-2019","        488.30","        488.95","        501.85","        485.10","        497.50","        497.65","        495.90","    8505392","          4217815321.85","      99101","    1605858","         18.88"
"TATASTEEL","EQ","04-Jun-2019","        497.65","        496.00","        502.75","        491.90","        497.65","        497.65","        497.44","    6212566","          3090358058.10","      69604","    1021586","         16.44"
"TATASTEEL","EQ","06-Jun-2019","        497.65","        497.65","        502.55","        483.00","        483.75","        484.60","        490.60","    7222799","          3543501792.30","     107926","    2043093","         28.29"
"TATASTEEL","EQ","07-Jun-2019","        484.60","        483.00","        489.90","        475.80","        482.00","        482.10","        483.16","    6811104","          3290882612.75","      75921","     472715","          6.94"
"TATASTEEL","EQ","10-Jun-2019","        482.10","        489.00","        494.80","        483.10","        486.75","        486.05","        488.81","    6850917","          3348813959.75","      84728","    1330580","         19.42"
"TATASTEEL","EQ","11-Jun-2019","        486.05","        489.90","        494.15","        487.00","        492.75","        492.50","        490.50","    6534548","          3205175521.15","      81649","    1330952","         20.37"
"TATASTEEL","EQ","12-Jun-2019","        492.50","        492.75","        508.00","        490.05","        505.80","        505.85","        503.26","   12755525","          6419368126.50","     127910","    2338183","         18.33"
"TATASTEEL","EQ","13-Jun-2019","        505.85","        504.00","        505.85","        496.55","        502.30","        502.55","        502.25","    7224857","          3628648886.70","      79543","    1435146","         19.86"
"TATASTEEL","EQ","14-Jun-2019","        502.55","        499.05","        508.50","        497.05","        499.00","        501.80","        504.53","    6605896","          3332904628.00","      72113","     838710","         12.70"
"TATASTEEL","EQ","17-Jun-2019","        501.80","        500.10","        500.85","        472.05","        472.80","        473.10","        481.38","   11938286","          5746886397.20","     129064","    1882463","         15.27"
"TATASTEEL","EQ","18-Jun-2019","        473.10","        473.25","        478.50","        463.65","        474.00","        472.30","        470.46","   10639454","          5005481219.60","     127390","    1128948","         10.28"
"TATASTEEL","EQ","19-Jun-2019","        472.30","        482.10","        498.40","        482.10","        497.80","        494.10","        489.32","   18837523","          9217529640.70","     223603","    5073454","         26.93"
"TATASTEEL","EQ","20-Jun-2019","        494.10","        494.10","        502.80","        489.85","        501.00","        501.00","        496.22","    7826356","          3883593558.40","     100639","    1019851","         13.03"
"TATASTEEL","EQ","21-Jun-2019","        501.00","        500.00","        500.90","        494.45","        497.00","        497.65","        497.56","    6126246","          3048148654.95","      72652","    1312737","         21.43"
"TATASTEEL","EQ","24-Jun-2019","        497.65","        497.20","        499.80","        481.85","        485.90","        486.25","        489.55","    7262000","          3555091742.75","      91265","    1270794","         17.50"
"TATASTEEL","EQ","25-Jun-2019","        486.25","        474.00","        499.80","        473.95","        496.10","        498.00","        489.36","   13649119","          6679334442.75","     148439","    1882336","         13.79"
"TATASTEEL","EQ","26-Jun-2019","        498.00","        495.00","        512.30","        490.30","        511.35","        510.60","        501.60","   12960084","          6500782206.15","     136782","    3694669","         28.51"
"TATASTEEL","EQ","27-Jun-2019","        510.60","        511.50","        516.45","        506.65","        511.50","        510.70","        512.08","   11946714","          6117712659.60","     125435","    3140081","         26.28"
"TATASTEEL","EQ","28-Jun-2019","        510.70","        511.50","        515.65","        499.10","        504.80","        504.40","        505.26","    8760034","          4426077660.95","     122835","    1947385","         22.23"
"TATASTEEL","EQ","01-Jul-2019","        504.40","        509.85","        514.85","        503.15","        506.30","        506.95","        507.58","    8544375","          4336947782.35","      99067","    1780844","         20.84"
"TATASTEEL","EQ","02-Jul-2019","        506.95","        508.55","        510.90","        502.10","        506.75","        508.80","        507.07","    5724004","          2902462780.60","      78097","     588936","         10.29"
"TATASTEEL","EQ","03-Jul-2019","        508.80","        507.90","        514.80","        504.60","        511.25","        510.30","        510.18","    6946409","          3543911587.70","      79095","    1013803","         14.59"
"TATASTEEL","EQ","04-Jul-2019","        510.30","        500.00","        502.65","        493.75","        494.30","        495.30","        498.53","    7263059","          3620864122.70","      79142","    1111954","         15.31"
"TATASTEEL","EQ","05-Jul-2019","        495.30","        496.50","        498.50","        475.30","        477.50","        478.35","        486.82","    7616348","          3707754995.95","      99345","    1475151","         19.37"
"TATASTEEL","EQ","08-Jul-2019","        478.35","        475.00","        479.50","        465.20","        469.90","        468.05","        471.75","    8082591","          3812954614.00","     103246","    1500439","         18.56"
"TATASTEEL","EQ","09-Jul-2019","        468.05","        469.00","        472.00","        462.55","        468.45","        468.45","        468.10","    6858580","          3210493115.35","      82507","     847664","         12.36"
"TATASTEEL","EQ","10-Jul-2019","        468.45","        469.50","        474.35","        448.05","        454.15","        454.80","        458.54","   13481344","          6181755162.25","     191917","    3001803","         22.27"
"TATASTEEL","EQ","11-Jul-2019","        454.80","        461.30","        466.50","        453.70","        461.25","        462.00","        460.75","    9987038","          4601535016.40","     150159","    1328025","         13.30"
"TATASTEEL","EQ","12-Jul-2019","        462.00","        464.30","        479.45","        460.25","        472.60","        472.90","        472.26","   13244118","          6254654789.65","     158367","    1761782","         13.30"
"TATASTEEL","EQ","15-Jul-2019","        472.90","        478.00","        478.25","        463.35","        468.80","        468.30","        468.09","    7806079","          3653973681.45","      87607","    1824359","         23.37"
"TATASTEEL","EQ","16-Jul-2019","        468.30","        465.10","        478.60","        464.10","        475.45","        476.70","        474.60","    6435210","          3054125365.10","      89556","     829741","         12.89"
"TATASTEEL","EQ","17-Jul-2019","        476.70","        476.00","        479.80","        468.50","        475.70","        475.70","        474.89","    5479322","          2602057943.55","      76138","     547803","         10.00"
"TATASTEEL","EQ","18-Jul-2019","        475.70","        473.00","        475.35","        463.85","        468.00","        466.60","        468.11","    5233173","          2449718884.10","      78765","     926992","         17.71"
"TATASTEEL","EQ","19-Jul-2019","        466.60","        470.00","        473.00","        453.25","        459.00","        458.05","        462.08","    7284885","          3366202226.90","      90120","     897402","         12.32"
"TATASTEEL","EQ","22-Jul-2019","        458.05","        458.05","        467.30","        451.20","        464.25","        465.55","        460.64","    6954452","          3203493283.75","     102413","     520593","          7.49"
"TATASTEEL","EQ","23-Jul-2019","        465.55","        466.20","        467.90","        456.75","        460.00","        459.85","        461.24","    5529284","          2550315179.45","      79225","     544573","          9.85"
"TATASTEEL","EQ","24-Jul-2019","        459.85","        460.95","        463.00","        443.10","        446.10","        446.00","        448.44","    8342001","          3740850191.40","     100051","    2082090","         24.96"
"TATASTEEL","EQ","25-Jul-2019","        446.00","        448.00","        451.95","        438.30","        439.30","        440.35","        442.81","    7528091","          3333541337.70","      90165","    1104773","         14.68"
"TATASTEEL","EQ","26-Jul-2019","        440.35","        439.00","        448.20","        435.65","        445.35","        445.50","        443.61","    6585786","          2921526856.95","      76647","     863499","         13.11"
"TATASTEEL","EQ","29-Jul-2019","        445.50","        445.55","        445.90","        431.00","        435.45","        433.45","        436.00","    7872723","          3432475149.30","      95540","     952739","         12.10"
"TATASTEEL","EQ","30-Jul-2019","        433.45","        434.90","        441.90","        406.20","        414.55","        415.05","        427.68","    9462921","          4047103443.55","     115375","     983091","         10.39"
"TATASTEEL","EQ","31-Jul-2019","        415.05","        413.00","        433.60","        409.50","        433.00","        432.05","        423.74","   11541800","          4890712584.50","     116100","    2206014","         19.11"
"TATASTEEL","EQ","01-Aug-2019","        432.05","        427.50","        431.90","        414.80","        419.70","        420.00","        422.21","    9421985","          3978033480.05","     125174","    1733897","         18.40"
"TATASTEEL","EQ","02-Aug-2019","        420.00","        413.90","        417.15","        404.60","        407.45","        409.10","        410.45","   13485952","          5535345839.95","     163652","    2105688","         15.61"
"TATASTEEL","EQ","05-Aug-2019","        409.10","        403.95","        403.95","        389.70","        399.55","        399.25","        395.93","   11288854","          4469561816.60","     144631","    1950059","         17.27"
"TATASTEEL","EQ","06-Aug-2019","        399.25","        393.65","        408.00","        393.65","        399.00","        401.60","        402.32","   10197585","          4102691822.85","     128961","    1831603","         17.96"
"TATASTEEL","EQ","07-Aug-2019","        401.60","        395.00","        396.50","        375.85","        378.00","        381.90","        386.92","   13301609","          5146649806.30","     171260","    2464187","         18.53"
"TATASTEEL","EQ","08-Aug-2019","        381.90","        379.00","        379.50","        360.60","        366.50","        367.40","        367.97","   22826394","          8399329302.20","     212570","    3596917","         15.76"
"TATASTEEL","EQ","09-Aug-2019","        367.40","        370.50","        373.65","        360.85","        361.45","        362.35","        367.49","   13352761","          4907038607.35","     148935","    1561273","         11.69"
"TATASTEEL","EQ","13-Aug-2019","        362.35","        361.70","        367.60","        345.35","        347.80","        348.70","        355.09","   14782051","          5248899892.60","     160802","    2865751","         19.39"
"TATASTEEL","EQ","14-Aug-2019","        348.70","        353.60","        370.75","        353.40","        363.10","        364.65","        363.90","   18738769","          6819079038.45","     186427","    3165119","         16.89"
"TATASTEEL","EQ","16-Aug-2019","        364.65","        360.00","        366.90","        355.45","        361.90","        363.05","        361.09","   11920211","          4304237743.75","     116192","    1469455","         12.33"
"TATASTEEL","EQ","19-Aug-2019","        363.05","        365.90","        366.95","        357.15","        359.70","        359.55","        360.65","    9884966","          3565006470.80","     109553","     903102","          9.14"
"TATASTEEL","EQ","20-Aug-2019","        359.55","        359.70","        361.85","        353.15","        358.20","        358.25","        357.63","    9363734","          3348725604.55","      95992","    1158226","         12.37"
"TATASTEEL","EQ","21-Aug-2019","        358.25","        357.00","        358.20","        341.85","        342.00","        343.00","        347.82","   11423378","          3973239595.05","     107755","    2012577","         17.62"
"TATASTEEL","EQ","22-Aug-2019","        343.00","        339.90","        346.95","        330.40","        333.00","        333.70","        339.05","   15459800","          5241659680.60","     139733","    1877198","         12.14"
"TATASTEEL","EQ","23-Aug-2019","        333.70","        333.00","        348.95","        330.35","        343.50","        345.25","        342.05","   11210134","          3834437068.95","     111113","    1283894","         11.45"
"TATASTEEL","EQ","26-Aug-2019","        345.25","        346.40","        347.60","        322.20","        338.00","        338.05","        332.49","   23764999","          7901742904.40","     221995","    2107258","          8.87"
"TATASTEEL","EQ","27-Aug-2019","        338.05","        340.95","        354.70","        340.15","        351.85","        350.90","        349.53","   17375296","          6073123437.75","     181088","    3820125","         21.99"
"TATASTEEL","EQ","28-Aug-2019","        350.90","        350.90","        350.90","        333.40","        335.85","        336.95","        340.71","   12641716","          4307126517.70","     124884","    1663311","         13.16"
"TATASTEEL","EQ","29-Aug-2019","        336.95","        334.00","        342.65","        328.60","        337.35","        335.55","        334.95","   13481310","          4515599669.65","     131299","    1103450","          8.19"
"TATASTEEL","EQ","30-Aug-2019","        335.55","        342.00","        347.50","        337.20","        346.70","        344.90","        342.68","   17972207","          6158668366.15","     178345","    2095468","         11.66"
"TATASTEEL","EQ","03-Sep-2019","        344.90","        341.00","        341.15","        329.00","        329.30","        331.40","        334.92","    9220653","          3088217935.35","      85604","    1160196","         12.58"
"TATASTEEL","EQ","04-Sep-2019","        331.40","        331.40","        340.95","        327.30","        340.95","        339.25","        334.14","   12904710","          4311937508.40","     114972","     951629","          7.37"
"TATASTEEL","EQ","05-Sep-2019","        339.25","        346.00","        352.00","        342.25","        344.55","        345.15","        347.17","   14250885","          4947431383.00","     131341","     967257","          6.79"
"TATASTEEL","EQ","06-Sep-2019","        345.15","        347.00","        357.85","        342.85","        357.00","        355.40","        349.96","   11555487","          4043922597.25","     106765","    1642320","         14.21"
"TATASTEEL","EQ","09-Sep-2019","        355.40","        355.40","        360.60","        348.15","        352.00","        353.80","        355.08","   14329619","          5088147169.50","     113963","    1924779","         13.43"
"TATASTEEL","EQ","11-Sep-2019","        353.80","        355.30","        368.70","        355.20","        366.80","        367.05","        363.84","   13650027","          4966418765.10","     117996","    1765356","         12.93"
"TATASTEEL","EQ","12-Sep-2019","        367.05","        368.80","        379.50","        363.00","        365.60","        365.05","        370.92","   18846820","          6990702212.85","     153994","    4133537","         21.93"
"TATASTEEL","EQ","13-Sep-2019","        365.05","        367.00","        369.15","        357.75","        366.50","        367.35","        363.25","   11622249","          4221803747.95","     105655","    1089378","          9.37"
"TATASTEEL","EQ","16-Sep-2019","        367.35","        362.00","        366.40","        358.60","        361.00","        361.10","        362.06","    8064319","          2919733222.95","      82113","     773566","          9.59"
"TATASTEEL","EQ","17-Sep-2019","        361.10","        361.20","        366.00","        342.05","        343.30","        344.95","        356.15","   13198400","          4700653868.35","     114351","    2002686","         15.17"
"TATASTEEL","EQ","18-Sep-2019","        344.95","        348.00","        361.30","        345.35","        357.70","        358.25","        354.67","   16253184","          5764486361.45","     153093","    1976785","         12.16"
"TATASTEEL","EQ","19-Sep-2019","        358.25","        356.00","        356.00","        340.05","        345.55","        344.65","        346.18","   13656495","          4727626037.00","     119159","    2264335","         16.58"
"TATASTEEL","EQ","20-Sep-2019","        344.65","        347.90","        381.00","        344.10","        370.55","        368.55","        365.90","   26764714","          9793317002.95","     222777","    4751254","         17.75"
"TATASTEEL","EQ","23-Sep-2019","        368.55","        377.60","        388.85","        369.00","        377.00","        377.35","        377.71","   16393164","          6191827488.50","     163427","    2595903","         15.84"
"TATASTEEL","EQ","24-Sep-2019","        377.35","        378.00","        379.30","        368.20","        370.60","        370.80","        372.66","    9578989","          3569741704.25","      85045","     778752","          8.13"
"TATASTEEL","EQ","25-Sep-2019","        370.80","        367.50","        367.95","        357.55","        361.70","        362.05","        361.44","    9116985","          3295210272.15","     107373","    1280683","         14.05"
"TATASTEEL","EQ","26-Sep-2019","        362.05","        365.00","        379.35","        363.35","        377.55","        375.75","        370.41","   14066152","          5210205747.20","     135179","    1967536","         13.99"
"TATASTEEL","EQ","27-Sep-2019","        375.75","        373.00","        373.50","        358.00","        358.10","        359.65","        363.37","   10568777","          3840379661.90","     127127","    1745241","         16.51"
"TATASTEEL","EQ","30-Sep-2019","        359.65","        355.00","        363.70","        345.60","        361.90","        360.50","        352.60","   14719696","          5190231897.30","     131465","    2510632","         17.06"
"TATASTEEL","EQ","01-Oct-2019","        360.50","        362.00","        364.70","        344.10","        351.00","        351.55","        353.43","   12564189","          4440550036.30","     113880","    1460000","         11.62"
"TATASTEEL","EQ","03-Oct-2019","        351.55","        346.50","        348.90","        338.45","        339.55","        339.60","        343.27","   12130956","          4164165672.60","     128015","    1795417","         14.80"
"TATASTEEL","EQ","04-Oct-2019","        339.60","        344.75","        344.80","        331.10","        331.70","        333.10","        339.29","   11445216","          3883244330.65","     117923","    1217682","         10.64"
"TATASTEEL","EQ","07-Oct-2019","        333.10","        334.85","        338.25","        323.50","        325.80","        324.80","        330.79","   12415780","          4106953794.30","     133791","    2117665","         17.06"
"TATASTEEL","EQ","09-Oct-2019","        324.80","        323.35","        338.00","        320.35","        338.00","        336.45","        327.69","   14776741","          4842140418.85","     141420","    2237977","         15.15"
"TATASTEEL","EQ","10-Oct-2019","        336.45","        332.90","        334.55","        328.00","        329.45","        329.95","        330.50","   11507498","          3803201913.20","      97567","    1304591","         11.34"
"TATASTEEL","EQ","11-Oct-2019","        329.95","        335.00","        342.45","        332.00","        338.60","        339.00","        337.51","   17158849","          5791198671.30","     134654","    1197007","          6.98"
"TATASTEEL","EQ","14-Oct-2019","        339.00","        345.75","        352.75","        342.95","        344.65","        344.85","        347.89","   16723963","          5818040643.05","     145099","    2999650","         17.94"
"TATASTEEL","EQ","15-Oct-2019","        344.85","        345.05","        358.35","        338.70","        349.20","        349.20","        347.45","   17972207","          6244427610.25","     136536","    1557319","          8.67"
"TATASTEEL","EQ","16-Oct-2019","        349.20","        353.80","        353.80","        345.25","        346.25","        347.40","        348.52","   12814302","          4465988769.70","     117361","    1654950","         12.91"
"TATASTEEL","EQ","17-Oct-2019","        347.40","        346.00","        361.35","        340.35","        359.90","        356.10","        347.66","   16695158","          5804159307.60","     143783","    2641451","         15.82"
"TATASTEEL","EQ","18-Oct-2019","        356.10","        355.95","        362.80","        351.75","        357.70","        359.60","        357.74","   16568036","          5927009006.35","     127352","    2529048","         15.26"
"TATASTEEL","EQ","22-Oct-2019","        359.60","        357.50","        363.80","        353.00","        353.25","        354.50","        358.07","   11944283","          4276834412.35","     109684","    1184904","          9.92"
"TATASTEEL","EQ","23-Oct-2019","        354.50","        352.00","        358.75","        349.25","        355.85","        356.20","        354.79","    9318450","          3306122409.95","      88695","    1243454","         13.34"
"TATASTEEL","EQ","24-Oct-2019","        356.20","        356.05","        362.00","        353.80","        359.50","        359.90","        358.23","   10973402","          3931033695.00","      96342","    2056457","         18.74"
"TATASTEEL","EQ","25-Oct-2019","        359.90","        356.30","        368.95","        356.05","        358.20","        362.25","        364.05","   14996692","          5459593473.85","     124622","    3850057","         25.67"
"TATASTEEL","EQ","27-Oct-2019","        362.25","        363.80","        365.55","        363.10","        365.55","        365.00","        364.80","    1082016","           394720148.25","      12377","     256436","         23.70"
"TATASTEEL","EQ","29-Oct-2019","        365.00","        365.55","        399.70","        365.55","        388.50","        390.20","        386.97","   25155314","          9734232616.75","     195635","    5482863","         21.80"
"TATASTEEL","EQ","30-Oct-2019","        390.20","        389.90","        393.70","        384.30","        388.55","        388.00","        388.25","   14371442","          5579675394.10","     101240","    4266207","         29.69"
"TATASTEEL","EQ","31-Oct-2019","        388.00","        388.90","        390.10","        376.20","        380.00","        380.55","        383.69","   21756023","          8347666008.75","     114081","    9634747","         44.29"
"TATASTEEL","EQ","01-Nov-2019","        380.55","        380.05","        402.90","        378.00","        396.45","        399.50","        390.76","   24111195","          9421660535.50","     165942","    6217886","         25.79"
"TATASTEEL","EQ","04-Nov-2019","        399.50","        403.00","        421.70","        403.00","        407.25","        409.15","        414.75","   28934434","         12000423201.45","     234652","    5343014","         18.47"
"TATASTEEL","EQ","05-Nov-2019","        409.15","        414.00","        417.90","        401.60","        403.75","        403.95","        410.56","   20874434","          8570115266.20","     167124","    2516421","         12.06"
"TATASTEEL","EQ","06-Nov-2019","        403.95","        402.00","        408.90","        398.70","        402.45","        404.45","        403.53","   17935147","          7237389422.60","     140248","    1976774","         11.02"
"TATASTEEL","EQ","07-Nov-2019","        404.45","        404.00","        408.85","        388.80","        402.80","        403.10","        398.52","   40700760","         16219980787.95","     281133","    4850261","         11.92"
"TATASTEEL","EQ","08-Nov-2019","        403.10","        401.50","        406.20","        395.10","        397.35","        397.95","        400.45","   21423520","          8579105102.25","     145945","    3156205","         14.73"
"TATASTEEL","EQ","11-Nov-2019","        397.95","        395.50","        403.75","        394.00","        401.00","        401.45","        400.13","   13573974","          5431300411.95","     103568","    1176636","          8.67"
"TATASTEEL","EQ","13-Nov-2019","        401.45","        400.90","        408.85","        392.70","        393.45","        397.90","        403.52","   17511469","          7066157296.10","     126681","    2486340","         14.20"
"TATASTEEL","EQ","14-Nov-2019","        397.90","        396.10","        398.70","        389.40","        392.50","        391.95","        393.36","   10869425","          4275639966.40","      81252","     964156","          8.87"
"TATASTEEL","EQ","15-Nov-2019","        391.95","        392.00","        403.00","        390.60","        393.40","        394.50","        396.19","   11813259","          4680282213.85","      87790","    1074888","          9.10"
"TATASTEEL","EQ","18-Nov-2019","        394.50","        396.40","        412.60","        396.00","        411.90","        410.05","        406.08","   18906528","          7677620941.35","     152327","    2221269","         11.75"
"TATASTEEL","EQ","19-Nov-2019","        410.05","        414.00","        414.85","        400.00","        403.00","        401.75","        406.67","   14265083","          5801228681.80","     114133","    1583128","         11.10"
"TATASTEEL","EQ","20-Nov-2019","        401.75","        401.00","        408.50","        397.30","        398.20","        398.70","        402.05","   12255602","          4927384791.65","      93900","    1184542","          9.67"
"TATASTEEL","EQ","21-Nov-2019","        398.70","        399.00","        399.15","        383.25","        385.75","        385.10","        391.59","   10208554","          3997578569.70","      98524","    1779757","         17.43"
"TATASTEEL","EQ","22-Nov-2019","        385.10","        386.00","        402.80","        383.10","        401.35","        400.00","        391.97","   17271949","          6770144624.00","     126658","    2603812","         15.08"
"TATASTEEL","EQ","25-Nov-2019","        400.00","        405.25","        421.00","        403.00","        421.00","        419.50","        414.74","   27612458","         11451946653.85","     299929","    5400136","         19.56"
"TATASTEEL","EQ","26-Nov-2019","        419.50","        425.00","        429.30","        416.75","        425.30","        424.15","        424.04","   28276312","         11990386157.50","     250836","    5650858","         19.98"
"TATASTEEL","EQ","27-Nov-2019","        424.15","        425.30","        427.00","        419.20","        421.15","        421.35","        422.45","   10984679","          4640497190.05","     108553","    1618566","         14.73"
"TATASTEEL","EQ","28-Nov-2019","        421.35","        422.20","        434.30","        422.15","        431.00","        432.10","        429.34","   15766073","          6769014736.15","     152985","    2650037","         16.81"
"TATASTEEL","EQ","29-Nov-2019","        432.10","        427.45","        429.50","        421.10","        426.70","        427.50","        425.68","   12631956","          5377122959.70","     106194","    1713401","         13.56"
"TATASTEEL","EQ","02-Dec-2019","        427.50","        424.95","        426.95","        419.00","        419.25","        420.85","        422.65","    8337171","          3523717204.65","      81580","     718444","          8.62"
"TATASTEEL","EQ","03-Dec-2019","        420.85","        418.00","        418.55","        396.40","        398.95","        399.65","        405.21","   16870656","          6836117586.55","     132388","    2529389","         14.99"
"TATASTEEL","EQ","04-Dec-2019","        399.65","        392.80","        411.45","        389.00","        409.90","        409.30","        398.79","   26113249","         10413706750.80","     219246","    3793025","         14.53"
"TATASTEEL","EQ","05-Dec-2019","        409.30","        411.05","        411.85","        397.10","        399.00","        399.80","        403.17","   11110884","          4479571870.45","      99838","    1109077","          9.98"
"TATASTEEL","EQ","06-Dec-2019","        399.80","        401.45","        407.50","        393.85","        401.95","        403.25","        402.51","   16931082","          6814977768.85","     125216","     837931","          4.95"
"TATASTEEL","EQ","09-Dec-2019","        403.25","        403.00","        411.80","        401.95","        406.00","        406.70","        408.33","   12318452","          5029980261.85","     106325","    1258233","         10.21"
"TATASTEEL","EQ","10-Dec-2019","        406.70","        405.00","        409.60","        400.20","        402.35","        402.05","        404.93","    9349585","          3785915480.15","      80307","     553978","          5.93"
"TATASTEEL","EQ","11-Dec-2019","        402.05","        402.40","        408.20","        400.35","        407.00","        405.55","        404.11","    8227863","          3324993820.55","      82232","    1047294","         12.73"
"TATASTEEL","EQ","12-Dec-2019","        405.55","        408.30","        420.90","        406.80","        417.85","        418.70","        415.81","   14984671","          6230711328.20","     126552","    1536204","         10.25"
"TATASTEEL","EQ","13-Dec-2019","        418.70","        430.25","        434.60","        423.45","        430.00","        428.40","        428.88","   21628183","          9275952058.45","     178904","    3957032","         18.30"
"TATASTEEL","EQ","16-Dec-2019","        428.40","        432.00","        432.00","        420.15","        422.00","        421.00","        424.32","    9565831","          4058967308.85","      94726","    1260223","         13.17"
"TATASTEEL","EQ","17-Dec-2019","        421.00","        423.60","        441.90","        423.05","        440.55","        439.40","        436.19","   30757738","         13416253671.45","     241674","    3875361","         12.60"
"TATASTEEL","EQ","18-Dec-2019","        439.40","        439.40","        454.80","        436.05","        442.50","        444.75","        446.19","   40028398","         17860189439.80","     337291","    3888075","          9.71"
"TATASTEEL","EQ","19-Dec-2019","        444.75","        440.00","        449.40","        438.00","        446.80","        446.75","        442.97","   20547286","          9101785800.45","     164386","    1368487","          6.66"
"TATASTEEL","EQ","20-Dec-2019","        446.75","        446.00","        463.40","        443.10","        461.75","        461.00","        455.82","   26931262","         12275913985.20","     268190","    4339348","         16.11"
"TATASTEEL","EQ","23-Dec-2019","        461.00","        461.00","        467.50","        457.05","        461.25","        462.15","        462.47","   18631143","          8616303425.10","     154747","    2510241","         13.47"
"TATASTEEL","EQ","24-Dec-2019","        462.15","        462.20","        464.70","        459.40","        463.10","        463.00","        462.60","   11235505","          5197495200.65","      93637","     595194","          5.30"
"TATASTEEL","EQ","26-Dec-2019","        463.00","        463.00","        472.00","        463.00","        467.20","        467.90","        468.87","   18255603","          8559578182.80","     144541","    1513883","          8.29"
"TATASTEEL","EQ","27-Dec-2019","        467.90","        469.25","        471.80","        463.20","        470.05","        469.50","        467.43","   11144333","          5209183537.65","      95214","     783264","          7.03"
"TATASTEEL","EQ","30-Dec-2019","        469.50","        470.10","        476.30","        465.10","        474.10","        474.75","        470.60","   11462074","          5394076406.20","     105522","     911484","          7.95"
"TATASTEEL","EQ","31-Dec-2019","        474.75","        472.65","        475.30","        469.50","        470.75","        472.05","        472.60","    9644145","          4557793228.80","      75650","     634463","          6.58"
"TATASTEEL","EQ","01-Jan-2020","        472.05","        473.00","        476.50","        464.80","        467.80","        467.75","        469.79","   12100530","          5684709148.00","      80242","     545190","          4.51"
"TATASTEEL","EQ","02-Jan-2020","        467.75","        472.00","        487.80","        472.00","        487.80","        484.85","        480.88","   21674961","         10423060443.80","     188842","    3261715","         15.05"
"TATASTEEL","EQ","03-Jan-2020","        484.85","        483.00","        486.20","        479.45","        483.75","        483.70","        482.61","   12956863","          6253074226.40","     124603","    1647867","         12.72"
"TATASTEEL","EQ","06-Jan-2020","        483.70","        480.00","        480.00","        470.55","        473.30","        473.25","        474.95","    9601608","          4560244586.05","      93838","     934226","          9.73"
"TATASTEEL","EQ","07-Jan-2020","        473.25","        475.50","        484.60","        473.55","        475.20","        476.10","        479.39","   13195788","          6325894944.90","     116893","    1341699","         10.17"
"TATASTEEL","EQ","08-Jan-2020","        476.10","        471.65","        478.15","        467.00","        476.50","        475.25","        472.20","   13304841","          6282533576.10","     122527","    1465911","         11.02"
"TATASTEEL","EQ","09-Jan-2020","        475.25","        485.00","        486.00","        479.10","        481.40","        483.15","        482.84","   10131152","          4891767486.85","     104492","    2144585","         21.17"
"TATASTEEL","EQ","10-Jan-2020","        483.15","        485.50","        493.85","        480.00","        487.35","        486.20","        487.68","   15927634","          7767626596.90","     171547","    2563481","         16.09"
"TATASTEEL","EQ","13-Jan-2020","        486.20","        491.10","        497.00","        487.75","        495.25","        495.75","        492.65","   10942750","          5390918649.80","      98957","    1399986","         12.79"
"TATASTEEL","EQ","14-Jan-2020","        495.75","        496.45","        506.00","        495.75","        498.55","        498.60","        500.71","   15660822","          7841540774.50","     139782","    2659967","         16.98"
"TATASTEEL","EQ","15-Jan-2020","        498.60","        491.90","        503.55","        489.15","        501.45","        502.10","        497.68","   12117948","          6030800139.70","      99986","    1114270","          9.20"
"TATASTEEL","EQ","16-Jan-2020","        502.10","        502.00","        504.05","        492.10","        493.80","        494.40","        494.96","   10438369","          5166607484.95","      92004","    2174070","         20.83"
"TATASTEEL","EQ","17-Jan-2020","        494.40","        493.30","        498.90","        491.90","        494.40","        495.25","        495.76","    5682460","          2817122074.85","      57841","     522158","          9.19"
"TATASTEEL","EQ","20-Jan-2020","        495.25","        497.00","        499.80","        489.15","        490.90","        490.65","        492.91","    7291878","          3594231285.75","      83357","    1828516","         25.08"
"TATASTEEL","EQ","21-Jan-2020","        490.65","        487.80","        487.80","        473.50","        474.50","        476.15","        481.02","   11315803","          5443160301.10","     123037","    2759455","         24.39"
"TATASTEEL","EQ","22-Jan-2020","        476.15","        478.65","        479.85","        473.20","        474.15","        475.05","        476.56","    7662171","          3651519780.40","      87905","    2088645","         27.26"
"TATASTEEL","EQ","23-Jan-2020","        475.05","        475.90","        481.85","        473.15","        479.95","        480.25","        478.99","    7200020","          3448760303.00","      90210","    1600590","         22.23"
"TATASTEEL","EQ","24-Jan-2020","        480.25","        480.30","        485.10","        476.45","        484.65","        483.40","        482.42","    7481130","          3609061420.60","      98666","    2703368","         36.14"
"TATASTEEL","EQ","27-Jan-2020","        483.40","        477.75","        477.75","        460.10","        460.55","        462.45","        466.71","   12963119","          6050040151.80","     135612","    3353039","         25.87"
"TATASTEEL","EQ","28-Jan-2020","        462.45","        460.00","        462.00","        442.00","        448.90","        446.25","        451.55","   18015283","          8134839761.20","     174202","    5369192","         29.80"
"TATASTEEL","EQ","29-Jan-2020","        446.25","        452.80","        459.70","        449.60","        450.45","        452.20","        454.69","   11081834","          5038852123.95","     107296","    2050087","         18.50"
